0.39, 0.56, 2
0.65, 0.08, 1
0.59, 0.70, 2
0.57, 0.05, 1
0.79, 0.94, 1
0.63, 0.48, 2
0.69, 0.97, 1
0.02, 0.04, 1
0.92, 0.35, 1
0.37, 0.77, 2
0.01, 0.65, 1
0.31, 0.28, 2
0.09, 0.96, 1
0.28, 0.90, 1
0.61, 0.93, 1
0.21, 0.28, 2
0.05, 0.46, 1
0.97, 0.07, 1
0.16, 0.02, 1
0.63, 0.11, 1
0.20, 0.02, 1
0.37, 0.26, 2
0.17, 0.59, 2
0.14, 0.88, 1
0.98, 0.52, 1
0.71, 0.13, 1
0.03, 0.95, 1
0.01, 0.71, 1
0.76, 0.36, 2
0.48, 0.08, 1
0.23, 0.43, 2
0.84, 0.35, 2
0.93, 0.19, 1
0.11, 0.47, 1
0.56, 0.54, 2
0.66, 0.20, 2
0.86, 0.61, 1
0.38, 0.75, 2
0.44, 0.91, 1
0.37, 0.76, 2
0.54, 0.03, 1
0.47, 0.41, 2
0.81, 0.46, 2
0.98, 0.85, 1
0.34, 0.52, 2
0.27, 0.40, 2
0.70, 0.02, 1
0.84, 0.22, 1
0.28, 0.66, 2
0.18, 0.22, 1
0.10, 0.38, 1
0.21, 0.98, 1
0.20, 0.98, 1
0.09, 0.19, 1
0.39, 0.93, 1
0.37, 0.14, 1
0.56, 0.96, 1
0.08, 0.58, 1
0.80, 0.28, 1
0.85, 0.53, 2
0.61, 0.58, 2
0.65, 0.26, 2
0.05, 0.76, 1
0.07, 0.64, 1
0.42, 0.41, 2
0.67, 0.32, 2
0.99, 0.11, 1
0.03, 0.68, 1
0.57, 0.30, 2
0.84, 0.79, 1
0.20, 0.18, 1
0.55, 0.93, 1
0.45, 0.65, 2
0.20, 0.26, 1
0.18, 0.40, 2
0.71, 0.36, 2
0.08, 0.62, 1
0.66, 0.01, 1
0.65, 0.58, 2
0.94, 0.24, 1
0.03, 0.93, 1
0.32, 0.26, 2
0.42, 0.62, 2
0.41, 0.13, 1
0.56, 0.13, 1
0.89, 0.79, 1
0.44, 0.04, 1
0.46, 0.61, 2
0.48, 0.94, 1
0.96, 0.57, 1
0.06, 0.94, 1
0.21, 0.41, 2
0.41, 0.70, 2
0.51, 0.47, 2
0.48, 0.83, 2
0.38, 0.78, 2
0.59, 0.80, 2
0.37, 0.35, 2
0.45, 0.30, 2
0.03, 0.70, 1
0.28, 0.71, 2
0.01, 0.09, 1
0.15, 0.55, 2
0.65, 0.60, 2
0.80, 0.03, 1
0.88, 0.35, 1
0.70, 0.83, 1
0.03, 0.71, 1
0.53, 0.89, 1
0.09, 0.64, 1
0.69, 0.98, 1
0.01, 0.15, 1
0.79, 0.03, 1
0.41, 0.23, 2
0.12, 0.29, 1
0.27, 0.25, 2
0.72, 0.87, 1
0.00, 0.17, 1
0.64, 0.41, 2
0.11, 0.28, 1
0.10, 0.50, 1
0.25, 0.81, 1
0.73, 0.89, 1
0.17, 0.55, 2
0.42, 0.35, 2
0.87, 0.91, 1
0.28, 0.62, 2
0.04, 0.56, 1
0.48, 0.22, 2
0.47, 0.31, 2
0.28, 0.22, 2
0.57, 0.65, 2
0.28, 0.25, 2
0.02, 0.30, 1
0.06, 0.43, 1
0.62, 0.16, 2
0.67, 0.89, 1
0.34, 0.50, 2
0.14, 0.71, 1
0.68, 0.39, 2
0.67, 0.47, 2
0.38, 0.11, 1
0.67, 0.16, 1
0.59, 0.46, 2
0.43, 0.18, 2
0.45, 0.59, 2
0.14, 0.98, 1
0.90, 0.19, 1
0.64, 0.36, 2
0.06, 0.96, 1
0.32, 0.98, 1
0.54, 0.28, 2
0.40, 0.77, 2
0.99, 0.69, 1
0.54, 0.42, 2
0.92, 0.29, 1
0.29, 0.47, 2
0.07, 0.26, 1
0.07, 0.32, 1
0.94, 0.42, 1
0.05, 0.05, 1
0.32, 0.26, 2
0.72, 0.26, 2
0.59, 0.14, 1
0.30, 0.74, 2
0.11, 0.36, 1
0.53, 0.16, 2
0.07, 0.23, 1
0.89, 0.49, 1
0.56, 0.52, 2
0.12, 0.45, 1
0.38, 0.35, 2
0.57, 0.09, 1
0.70, 0.90, 1
0.97, 0.12, 1
0.15, 0.82, 1
0.44, 0.81, 2
0.03, 0.44, 1
0.90, 0.85, 1
0.67, 0.89, 1
0.28, 0.40, 2
0.01, 0.21, 1
0.71, 0.83, 1
0.32, 0.34, 2
0.17, 0.19, 1
0.05, 0.20, 1
0.38, 0.58, 2
0.05, 0.04, 1
0.83, 0.78, 1
0.22, 0.11, 1
0.48, 0.32, 2
0.98, 0.33, 1
0.17, 0.93, 1
0.21, 0.85, 1
0.70, 0.11, 1
0.63, 0.79, 2
0.34, 0.72, 2
0.38, 0.81, 2
0.59, 0.62, 2
0.41, 0.93, 1
0.87, 0.51, 1
1.00, 0.11, 1
0.82, 0.71, 1
0.09, 0.87, 1
0.62, 0.81, 2
0.54, 0.59, 2
0.02, 0.44, 1
0.88, 0.96, 1
0.58, 0.63, 2
0.12, 0.05, 1
0.41, 0.78, 2
0.59, 0.88, 1
0.40, 0.31, 2
0.53, 0.99, 1
0.32, 0.61, 2
0.93, 0.15, 1
0.61, 0.00, 1
0.63, 0.88, 1
0.86, 0.64, 1
0.62, 0.05, 1
0.71, 0.25, 2
0.05, 0.98, 1
0.10, 0.63, 1
0.08, 0.10, 1
0.34, 0.23, 2
0.32, 0.46, 2
0.19, 0.98, 1
0.03, 0.41, 1
0.01, 0.04, 1
0.72, 0.69, 2
0.55, 0.09, 1
0.89, 0.14, 1
0.74, 0.59, 2
0.97, 0.58, 1
0.38, 1.00, 1
0.55, 0.32, 2
0.76, 0.36, 2
0.42, 0.25, 2
0.22, 0.60, 2
0.19, 0.49, 2
0.33, 0.94, 1
0.53, 0.87, 1
0.97, 0.79, 1
0.04, 0.70, 1
0.48, 0.14, 2
0.54, 0.41, 2
0.53, 0.72, 2
0.33, 0.34, 2
0.18, 0.94, 1
0.93, 0.47, 1
0.73, 0.08, 1
0.65, 0.11, 1
0.46, 0.83, 2
0.42, 0.39, 2
0.97, 0.43, 1
0.40, 0.50, 2
0.08, 0.60, 1
0.38, 0.50, 2
0.94, 0.46, 1
0.04, 0.98, 1
0.98, 0.81, 1
0.58, 0.26, 2
0.87, 0.04, 1
0.44, 0.84, 2
0.58, 0.29, 2
0.54, 0.33, 2
0.34, 0.54, 2
0.40, 0.80, 2
0.54, 0.12, 1
0.31, 0.61, 2
0.70, 0.90, 1
0.76, 0.86, 1
0.67, 0.83, 2
0.70, 0.31, 2
0.91, 0.86, 1
0.41, 0.54, 2
0.54, 0.57, 2
0.79, 0.63, 2
0.31, 0.93, 1
0.66, 0.48, 2
0.35, 0.59, 2
0.58, 0.54, 2
0.32, 0.89, 1
0.03, 0.15, 1
0.91, 0.47, 1
0.79, 0.65, 2
0.29, 0.82, 1
0.60, 0.56, 2
0.28, 0.09, 1
0.56, 0.00, 1
0.41, 0.13, 1
0.20, 0.52, 2
0.79, 0.80, 1
0.86, 0.59, 1
0.25, 0.17, 1
0.95, 0.12, 1
0.29, 0.14, 1
0.96, 0.80, 1
0.56, 0.35, 2
0.66, 0.56, 2
0.94, 0.03, 1
0.65, 0.00, 1
0.82, 0.13, 1
0.04, 0.88, 1
0.37, 0.27, 2
0.69, 0.57, 2
0.72, 0.84, 1
0.16, 0.69, 1
0.61, 0.26, 2
0.36, 0.75, 2
0.34, 0.69, 2
0.38, 0.56, 2
0.36, 0.87, 1
0.42, 0.31, 2
0.90, 0.58, 1
0.10, 0.45, 1
0.18, 0.68, 2
0.35, 0.84, 1
0.35, 0.20, 2
0.49, 0.09, 1
0.82, 0.49, 2
0.36, 0.31, 2
0.35, 0.55, 2
0.43, 0.88, 1
0.70, 0.40, 2
0.37, 0.18, 2
0.23, 0.37, 2
0.99, 0.36, 1
0.83, 0.38, 2
0.30, 0.77, 2
0.11, 0.84, 1
0.79, 0.73, 1
0.06, 0.60, 1
0.19, 0.37, 2
0.33, 0.18, 2
0.52, 0.93, 1
0.49, 0.64, 2
0.15, 0.37, 1
0.14, 0.65, 1
0.34, 0.04, 1
0.88, 0.70, 1
0.16, 0.10, 1
0.06, 0.77, 1
0.32, 0.15, 1
0.38, 0.29, 2
0.46, 0.76, 2
0.62, 0.75, 2
0.50, 0.26, 2
0.63, 0.86, 1
0.48, 0.60, 2
0.63, 0.63, 2
0.70, 0.14, 1
0.22, 0.60, 2
0.21, 0.94, 1
0.46, 0.61, 2
0.88, 0.03, 1
0.24, 0.99, 1
0.52, 0.84, 2
0.82, 0.29, 1
0.05, 0.87, 1
0.74, 0.08, 1
0.71, 0.93, 1
0.77, 0.53, 2
0.29, 0.65, 2
0.09, 0.21, 1
0.89, 0.46, 1
0.84, 0.01, 1
0.06, 0.77, 1
0.03, 0.50, 1
0.28, 0.91, 1
0.14, 0.69, 1
0.86, 0.19, 1
0.62, 0.82, 2
0.09, 0.85, 1
0.83, 0.13, 1
0.44, 0.86, 2
0.78, 0.25, 1
0.23, 0.45, 2
0.87, 0.65, 1
0.16, 0.40, 2
0.09, 0.90, 1
0.72, 0.68, 2
0.71, 0.34, 2
0.40, 0.26, 2
0.16, 0.02, 1
0.41, 0.15, 2
0.93, 0.61, 1
1.00, 0.46, 1
0.47, 0.24, 2
0.87, 0.60, 1
0.32, 0.53, 2
0.08, 0.41, 1
0.09, 0.64, 1
0.31, 0.18, 1
0.52, 0.53, 2
0.84, 0.40, 2
0.47, 0.42, 2
0.95, 0.79, 1
0.22, 0.82, 1
0.62, 0.46, 2
