0.75, 0.59, 2
0.10, 0.86, 1
0.66, 0.24, 1
0.93, 0.02, 1
0.95, 0.06, 1
0.76, 0.32, 1
0.22, 0.09, 1
0.14, 0.30, 1
0.84, 0.79, 1
0.15, 0.10, 1
0.72, 0.10, 1
0.35, 0.80, 1
0.27, 0.04, 1
0.93, 0.06, 1
0.95, 0.89, 1
0.83, 0.72, 1
0.85, 0.07, 1
0.89, 0.44, 1
0.46, 0.17, 1
0.28, 0.30, 2
0.99, 0.61, 1
0.83, 0.03, 1
0.72, 0.33, 2
0.88, 0.47, 1
0.19, 0.73, 1
0.68, 0.13, 1
0.29, 0.81, 1
0.57, 0.22, 2
0.77, 0.05, 1
0.99, 0.67, 1
0.02, 0.38, 1
0.15, 0.78, 1
0.45, 0.71, 2
0.03, 0.86, 1
0.40, 0.02, 1
0.21, 0.14, 1
0.36, 0.82, 1
0.39, 0.71, 2
0.34, 0.88, 1
0.81, 0.55, 1
0.49, 0.88, 1
0.47, 0.69, 2
0.77, 0.15, 1
0.33, 0.81, 1
0.02, 0.65, 1
0.05, 0.47, 1
0.84, 0.72, 1
0.85, 0.22, 1
1.00, 0.33, 1
0.26, 0.49, 2
0.23, 0.49, 2
0.39, 0.37, 2
0.82, 0.93, 1
0.90, 0.79, 1
0.86, 0.02, 1
0.00, 0.88, 1
0.13, 0.62, 1
0.82, 0.24, 1
0.55, 0.26, 2
0.95, 0.56, 1
0.62, 0.47, 2
0.03, 0.27, 1
0.03, 0.04, 1
0.30, 0.34, 2
0.56, 0.08, 1
0.12, 0.37, 1
0.37, 1.00, 1
0.05, 0.39, 1
0.58, 0.87, 1
0.01, 0.67, 1
0.97, 0.93, 1
0.87, 0.88, 1
0.42, 0.41, 2
0.03, 0.58, 1
0.47, 0.30, 2
0.62, 0.96, 1
0.99, 0.51, 1
0.34, 0.70, 2
0.63, 0.31, 2
0.72, 0.99, 1
0.73, 0.75, 1
0.49, 0.46, 2
0.64, 0.57, 2
0.65, 0.50, 2
0.63, 0.39, 2
0.74, 0.57, 2
0.85, 0.34, 1
0.96, 0.98, 1
0.62, 0.40, 2
0.64, 0.20, 1
0.07, 0.82, 1
0.80, 0.26, 1
0.85, 0.70, 1
0.86, 0.46, 1
0.65, 0.22, 1
0.50, 0.09, 1
0.24, 0.55, 2
0.52, 0.30, 2
0.21, 0.11, 1
0.05, 0.78, 1
0.70, 0.61, 2
0.47, 0.30, 2
0.73, 0.21, 1
0.27, 0.02, 1
0.96, 0.94, 1
0.83, 0.45, 1
0.99, 0.63, 1
0.71, 0.69, 2
0.87, 0.50, 1
0.42, 0.37, 2
0.80, 0.47, 1
0.39, 0.29, 2
0.79, 0.34, 1
0.60, 0.33, 2
1.00, 0.05, 1
0.73, 0.38, 2
0.50, 0.00, 1
0.02, 0.37, 1
0.34, 0.41, 2
0.94, 0.69, 1
0.96, 0.32, 1
0.43, 0.95, 1
0.17, 0.71, 1
0.61, 0.91, 1
0.86, 0.15, 1
0.65, 0.96, 1
0.42, 0.73, 2
0.81, 0.06, 1
0.61, 0.91, 1
0.59, 0.78, 2
0.72, 0.82, 1
0.95, 0.90, 1
0.71, 0.12, 1
0.34, 0.66, 2
0.78, 0.35, 1
0.62, 0.65, 2
0.88, 0.21, 1
0.49, 0.46, 2
0.09, 0.47, 1
0.13, 0.08, 1
0.76, 0.42, 2
0.17, 0.29, 1
0.57, 0.21, 1
0.15, 0.73, 1
0.77, 0.93, 1
0.73, 0.01, 1
0.59, 0.59, 2
0.32, 0.62, 2
0.63, 0.27, 2
0.43, 0.35, 2
0.91, 0.86, 1
0.53, 0.33, 2
0.91, 0.29, 1
0.40, 0.85, 1
0.75, 0.02, 1
0.64, 0.05, 1
0.86, 0.40, 1
0.25, 0.29, 1
0.71, 0.13, 1
0.36, 0.58, 2
0.97, 0.10, 1
0.91, 0.86, 1
0.36, 0.20, 1
0.06, 0.41, 1
0.83, 0.98, 1
0.71, 0.20, 1
0.87, 0.60, 1
0.25, 0.86, 1
0.66, 0.22, 1
0.18, 0.36, 1
0.91, 0.57, 1
0.05, 0.41, 1
0.76, 0.24, 1
0.43, 0.45, 2
0.48, 0.27, 2
0.39, 0.58, 2
0.18, 0.87, 1
0.29, 0.46, 2
0.25, 0.46, 2
0.95, 0.97, 1
0.61, 0.29, 2
0.86, 0.00, 1
0.56, 0.34, 2
0.93, 0.75, 1
0.80, 0.69, 1
0.19, 0.46, 1
0.87, 0.54, 1
0.08, 0.82, 1
0.33, 0.64, 2
0.31, 0.47, 2
0.02, 0.78, 1
0.73, 0.32, 2
1.00, 0.52, 1
0.49, 0.53, 2
0.30, 0.83, 1
0.92, 0.61, 1
0.01, 0.53, 1
0.89, 0.46, 1
0.41, 0.64, 2
0.68, 0.82, 1
